spec_code,box,square,locus,basket,layer,taxon,element,zone,,sub.element,side,DR<50%,DR>50%,feature,scan_site,epifusion,TWS,length(mm),colour,Mn_stain,ToolMarks,Binford_code,burn,animal_mod,pit_mm,wthr,frctr,abrasion,trampling,rootetch,MWII,MWS_location,crown_height,notes,length,breadth,depth,other
NR-0982,7,,201,2064,4,capra,phalanx_3,"PH31,PH32",,,,"3,2",,,,dF,,17.8,reddish,,,,,,,,green-2,,,,,,,broken un half,,,,
NR-0983,7,,201,2064,4,capra,mandible,DN7,,,,5,,,,,,19.3,reddish_black,,,,1,,,,,,,,,,,left,,,,
NR-0984,7,,201,2064,4,gazella,metacarpal,MP6,,,,3,,,,dF,,20.2,black,,,,2,,,,dry-2,,,,,,,left ,,DEL=10.5 DVL=13.7 DIL=12.9,,
NR-0985,7,,201,2064,4,gazella,cranium,CR3,,horn,,,,,,,,28.8,reddish,,,,,,,,green-2,,,,,,,female broken in half ,,,,
NR-0986,7,,201,2013,4,gazella,metatarsal,"MP1,MP2",,,,"1,5",,,,pF,,70.5,light,2,,,,,,,green-2,,,,,,,,,,,
NR-0987,7,,203,2011,4,capra,maxilla,M2,,M2,,,,,,,slight_wear,25.4,reddish_black,,,,1,,,,,,,,2,,,right,,,,
NR-0988,7,,203,2011,4,capra,maxilla,M1-M3,,M1?M2?M3?,,,,,,,,25.6,reddish,,,,1,,,,,,,,,,,right broken,,,,
NR-0989,7,,203,2011,4,capra,maxilla,M1-M3,,M1?M2?M3?,,,,,,,,29,gray_white,,,,3,,,,,,,,,,,right broken,,,,
NR-0990,7,,203,2011,4,alectoris,coracoid,,,,,,,,,pF,,33.9,black,,,,2,,,,green-2,,,,,,,left ,,,,
NR-0991,7,,203,2011,4,dama,calcaneus,CA2,,,,,,,,pUM,,32.6,reddish,,cut,TC3,,,,,mixed-2,,,,,,,,,,,
NR-0992,7,,203,2011,4,bovid_2,mandible,DN4,,,,1,,,,,,51.1,black,,,,,,,,mixed-2,,,,,,,left,,,,
NR-0993,7,,,,uncertain,capra,phalanx_1,"PH11,PH12",,,,"1,2",,,,pF,,26.7,black,,,,2,,,,mixed-2,,,,,,,mixed enf of the seasom SQ:B3,,,,
NR-0994,7,,,,uncertain,gazella,phalanx_1,"PH11,PH12",,,,"1,2",,,,pF,,14.7,gray_white,,,,3,,,,green-2,,,,,,,mixed enf of the seasom SQ:B3,,,,
NR-0995,7,,,,uncertain,capra,mandible,DN4,,,,1,,,,,,24.1,reddish,,,,,,,,,,,,,,,mixed enf of the seasom SQ:B3. broken left ,,,,
NR-0996,7,,,,uncertain,lepus,metatarsal,,,,,,"1,2,5,6,8,7",,,dF,,48.7,reddish,,,,,,,,,,,,,,,mixed enf of the seasom SQ:B3,GL=48.7,Bp=4.6 Bd=5.1 Dd=5,,
NR-0997,7,,203,2011,4,rodentia,femur,,,,,6,"4,5,1,2,3",,,pF,,7.7,light,,,,,,,,green-2,,,,,,,right,,,,
NR-0998,7,,203,2011,4,rodentia,,,,vert,,1,,,,,,4.1,light,,,,,,,,,,,,,,,,,,,
NR-0999,7,,212,2061,7a,bos,tibia,TI5,,,,6,,,,dF,,67.7,light,2,,,,carnivore_score,,,green-2,,,,,,,(special bag) right,,,,
NR-1000,7,,213,2051,uncertain,gazella,phalanx_1,"PH12,PH13",,,,"3,2",,,,dF,,22.4,reddish,,,,,,,,green-2,,,,,,,,,,,
NR-1001,7,,213,2051,uncertain,lepus,metatarsal,,,,,,"3,4,8,7",,,dF,,9.4,reddish,,,,,,,,green-2,,,,,,,,,Bd=4.6 Dd=3.7,,
NR-1002,7,,213,2051,uncertain,gazella,phalanx_1,"PH11,PH12,PH13",,,,"1,2,3",,,,pF,,28.8,reddish,,,,,,,,mixed-2,,,,,,,,,,,
NR-1003,7,,213,2051,uncertain,bovid_2,mandible,DN8,,,,,4,,,,,38.1,black,,,,2,,,,,,,,,,,left,,,,
NR-1004,7,,205,2073,6,gazella,maxilla,M1,,M1,,,,,,,slight_wear,20.1,black,,,,2,,,,,,,,2,,,right,,,,
NR-1005,7,,205,2073,6,bovid_2,vert_t,TH1,,,,,,,,uf,,18.3,gray_white,,,,3,,,,,,,,,,,,,,,
NR-1006,7,,205,2073,6,bovid_2,femur,FE5,,,,,,,,dF,,31.6,reddish,,,,,,,,green-2,,,,,,,left ,,,,
NR-1007,7,,205,2073,6,gazella,cranium,CR3,,horn,,,,,,,,30.1,light,,,,,,,,,,,,,,,,,,,
NR-1008,7,,205,2077,6,capra,maxilla,"M1,M2",,M1?M2?,,,,,,,,32.9,black,,,,3,,,,,,,,,,,right,,,,
NR-1009,7,,205,2077,6,lepus,phalanx_1,"PH11,PH12",,,1,"1,2",,,,pF,,10.9,reddish_black,,,,1,,,,green-2,,,,,,,,,Bp=3.4,,
NR-1010,7,,205,2077,6,lepus,femur,FE6,,,,11,,,,,,13.4,reddish,,,,,,,,dry-2,,,,,,,right,,,,
NR-1011,7,,205,2077,6,capra,femur,FE1,,,,5,,,,,,21.7,reddish,,cut,Fp1,,,,,dry-2,,,,,,,left ,,,,
NR-1012,7,,205,2077,6,lepus,femur,FE1,,,,"5,1,3,1,",,,,,,21.4,reddish,,,,,,,,mixed-2,,,,,,,left ,,,,
NR-1013,7,,206,2056,6,gazella,phalanx_3,"PH31,PH32",,,,2,1,,,pF,,17.3,reddish,,,,,,,,,,,,,,,,,BP=6.8,,
NR-1014,7,,206,2056,6,capra,phalanx_1,"PH12,PH13",,,,2,3,,,dF,,18.6,gray_white,,,,3,,,,green-2,,,,,,,,,Bd=14.9 Dd=12.8,,
NR-1015,7,,206,2056,6,gazella,femur,FE1,,,,"5,4",,,,,,33.7,black,,,,2,,,,green-2,,,,,,,right,,,,
NR-1016,7,,206,2056,6,capra,tibia,TI5,,,,,6,,,,,31.2,black,,,,2,,,,green-2,,,,,,,right,,,,
NR-1017,7,,205,2063,6,capra,maxilla,P3,,P3,,,,,,,slight_wear,34.4,reddish,,,,,,,,,,,,2,,,left ,,,,
NR-1018,7,,205,2063,6,capra,maxilla,M1,,M1,,,,,,,slight_wear,28.8,reddish,,,,,,,,,,,,2,,,left ,,,,
NR-1019,7,,205,2063,6,gazella,cranium,CR3,,horn,,,,,,,,41.9,black,,,,,,,,,,,,,,,femael?,,,,
NR-1020,7,,206,2088,6,gazella,phalanx_1,PH13,,,,3,,,,dF,,13.8,reddish,,,,,,,,green-2,,,,,,,,,,,
NR-1021,7,,206,2088,6,gazella,phalanx_2,"PH21,PH22,PH23",,,,"1,2,3",,,,dF,,18.3,black,,,,2,,,,green-2,,,,,,,,,,,
NR-1022,7,,206,2088,6,gazella,phalanx_1,PH13,,,,3,,,,dF,,12.7,black,,,,2,,,,dry-2,,,,,,,,,,,
NR-1023,7,,206,2088,6,bovid_2,rib,"RI2,RI3",,,,"1,2",,,,,,27.6,reddish,,,,,,,,,,,,,,,,,,,
NR-1024,7,,206,2088,6,capra,mandible,DN7,,,,3,5,,,,,27.5,reddish,,cut,M2,,,,,,,,,,,,left ,,,,
NR-1026,7,,206,2088,6,capra,maxilla,P3,,P3,,,,,,,no_wear,33.9,reddish_black,,,,1,,,,,,,,1,,,left ,,,,
NR-1027,7,,206,2088,6,capra,maxilla,P4,,P4,,,,,,,active_wear,22.1,black,,,,2,,,,,,,,3,,,left ,,,,
NR-1028,7,,206,2088,6,capra,mandible,P4,,P4,,,,,,,no_wear,33.1,reddish,,,,,,,,,,,,2,,,right,,,,
NR-1029,7,,205,2073,6,capra,mandible,m1-m2,,M1?M2?,,,,,,,no_wear,27.7,reddish_black,,,,,,,,,,,,1,,,left ,,,,
NR-1030,7,,205,2046,6,gazella,metatarsal,MP1,,,,,,,,pF,,18.8,reddish_black,,,,1,,,,mixed-2,,,,,,,right,,Bp=18.8,,
NR-1031,7,,205,2046,6,gazella,phalanx_3,"PH31,PH32",,,,1,2,,,pF,,24.1,gray_white,,,,3,,,,,,,,,,,,,,,
NR-1032,7,,205,2046,6,capra,humerus,HU5,,,,5,6,,,dF,,30.1,reddish_black,,,,1,,,,green-2,,,,,,,left ,,,,
NR-1033,7,,205,2046,6,gazella,metatarsal,MP1,,,,"1,2",,,,pF,,24.4,reddish,,,,,,,,green-2,,,,,,,left ,,,,
NR-1034,7,,205,2046,6,gazella,tibia,"TI2,TI3,TI4",,,,"7,8,9,10",,,,,,121.6,reddish,,cut,,,,,,green-2,,,,,,,right ????? ????? ? shaft,,,,
NR-1035,7,,205,2010,6,bovid_2,femur,"FE5,FE6",,,,"8,9,10",,,,,,72.5,reddish,2,,,,,,,green-2,,some,,,,,right,,,,
NR-1037,7,,205,2010,6,bovid_2,tibia,"TI2,TI3",,,,"7,8,",,,,,,76.9,reddish,2,,,,,,,green-2,,,,,,,right,,,,
NR-1038,7,,205,2010,6,capra,phalanx_1,"PH12,PH13",,,,2,3,,,,,14.5,black,2,,,2,,,,green-2,,,,,,,,,Bd=13.9 Dd=15.6,,
NR-1039,7,,204,2008,5,bovid_2,humerus,"HU3,HU4",,,,,"8,7,9",,,,,61.8,reddish,2,,,,,,,green-2,,,,,,,left ,,,,
NR-1040,7,,207,2021,7a,equus,mandible,m,,teeth,,,,,,,,29.5,light,,,,,,,,,,,,,,,broken . adult,,,,
NR-1041,7,,207,2021,7a,rodentia,femur,,,,,,"4,5,1,3,2,6,7,8",,,pF,,15.5,light,,,,,,,,dry-2,,,,,,,left ,,,,
NR-1042,7,,204,2034,5,rodentia,femur,,,,,,"2,3,5,8,7,5",,,,,21.1,light,,,,,,,,,,,,,,,right,,,,
NR-1043,7,,204,2034,5,rodentia,femur,,,,,1,"2,3,5,8,7,5",,,,,14.7,light,,,,,,,,,,,,,,,right,,,,
NR-1044,7,,204,2083,5,capra,mandible,p2-p4,,"P2,P3,P4",,1,,,,,active_wear,37.4,light,,,,,,,,,,some,,3,,,left (P4 broken. no P2),,,,
NR-1045,7,,204,2083,5,rodentia,vert_c,,,,,,,,,,,8.3,light,,,,,,,,,,,,,,,,,,,
NR-1046,7,,,cleaning last day A.4,uncertain,capra,mandible,"p2-p4,DN4",,"P2,P3,P4 ",,1,,,,,active_wear,47.8,reddish,1,,,,,,,,,,,3,,,broken right ,,,,
NR-1047,7,,217,2069,uncertain,lepus,tibia,,,,,8,"3,4,1,7",,,pF,,43.3,light,,,,,,,,green-2,,,,,,,right,,Bp=17.3,,
NR-1048,7,,217,2069,uncertain,gazella,phalanx_1,"PH11,PH12",,,,"1,2,",,,,,,22.6,reddish,,,,,,,,green-2,,,,,,,,,,,
NR-1049,7,,217,2089,uncertain,capra,mandible,"p2,DN4",,P2,,1,,,,,,43.3,reddish,,,,,,,,,,,,,,,P2 broken,,,,
NR-1050,7,,217,2089,uncertain,capra,metacarpal,MP6,,,,,3,,,dUE,,18.7,reddish,,,,,,,,dry-2,,,,,,,,,WCM=9.4 DEM=11.8 DVM=16.1 DIM=13.8,,
NR-1051,7,,204,2008,5,bovid_2,tibia,"TI2,TI3",,,,"7,8",,,,,,55.2,reddish,,,,,,,,green-2,,,,,,,left,,,,
NR-1052,7,,204,2008,5,capra,phalanx_1,PH13,,,,3,,,,dF,,10.4,reddish,2,,,,,,,green-2,,,,,,,,,,,
NR-1053,7,,204,2008,5,rodentia,maxilla,,,front teeth,,,,,,,,8.5,reddish,,,,,,,,,,,,,,,,,,,
NR-1054,7,,204,2008,5,rodentia,mandible,,,,,,,,,,,8.8,reddish,,,,,,,,,,,,,,,right,,,,
NR-1055,7,,204,2008,5,bovid_2,tibia,"TI2,TI3,TI4",,,,7,"8,9,10",,,,,134,reddish,1,,,,,,,green-2,,,,,,,left,,,,
NR-1056,7,,207,2021,7a,capra,phalanx_2,"PH21,PH22,PH23",,,,3,"1,2",,,pF,,24.3,reddish,,,,,,,,dry-2,,,,,,,,,Bp=14.7,,
NR-1057,7,,207,2021,7a,capra,tibia,"TI4,TI5",,,,10,"6,5",,,dF,,36.2,light,,,,1,,,,mixed-2,,,,,,,left ,,Bd=29.2,,
NR-1058,7,,207,2021,7a,equus,phalanx_1,"PH11,PH12,PH13",,,,"2,3",1,,,,,61.8,light,1,,,,,,,green-2,,,,,,,broken in half (special bag),,,,
NR-1059,7,,207,2021,7a,capra,mandible,"p2-p3,DN4",,"P2,P3",,1,,,,,active_wear,49.7,reddish,,,,,,,,,,,,3,,,P2 broken right,,,,
NR-1060,7,,207,2021,7a,bovid_2,radius,"RA2,RA3,RA4",,,,"5,6,8",,,,,,58.1,light,,,,,,,,green-2,,some,,,,,left ,,,,
NR-1061,7,,207,2021,7a,capra,maxilla,M3,,M3,,,,,,,slight_wear,46.2,reddish_black,,,,2,,,,,,,,1,,,right,,,,
NR-1063,6,,115,1158,6,bovid_2,radius,"RA2,RA3",,,,"5,6",,,,,,33.6,light,,,,,,,,dry-2,extensive,,,,,,left ,,,,
NR-1064,6,,109,1168,5,bovid_2,mandible,DN7,,,,3,,,,,,31.8,reddish,,,,,,,,,,,,,,,,,,,
NR-1065,6,,114,1137,7b,lepus,pelvis,,,no pubis,,,"11,6,2,1,3,4,5,7,10,12",,,,,53.9,reddish,,,,,,,,,,,,,,,left ,,,,
NR-1066,6,,109,1185,5,gazella,mandible,dp3,,dp3,,,,,,,late_wear,11.1,reddish,,,,,,,,,,,,4,,,right,,,,
NR-1067,6,B4c+d,112,1163,4,bovid_2,mandible,i,,incisor,,,,,,,,,reddish,,,,,,,,,,,,,,,,,,,
NR-1068,6,,115,1158,6,gazella,ulna,UL2,,,,C,,,,,,38.2,reddish,,,,,,,,dry-2,,,,,,,right,,,,
NR-1069,6,,109,1098,5,lepus,phalanx_1,,,,,,"1,2,3",,,dF,,10.8,reddish,,,,,,,,,,,,,,,,,Bp=3.2 Bd=2.8 Dd=2.1,,
NR-1071,6,,114,1175,7b,capra,maxilla,M2,,M2,,,,,,,slight_wear,30.2,reddish,,,,1,,,,,,,,1,,,left ,,,,
NR-1072,6,,109,1098,5,capra,maxilla,M3,,M3,,,,,,,,,reddish,,,,,,,,,,,,,,,broken ,,,,
NR-1073,6,,109,1098,5,rodentia,vert_t,,,,,,,,,,,,reddish,,,,,,,,,,,,,,,broken ,,,,
NR-1074,6,,109,1034,5,bovid_2,mandible,m1-m3,,M1?M2?M3?,,,,,,,,28.8,reddish,,,,,,,,,,,,,,,broken ,,,,
NR-1075,6,,109,1098,5,capra,mandible,i,,incisor,,,,,,,,,reddish,,,,,,,,,,,,,,,broken ,,,,
NR-1077,6,,109,1168,5,bovid_2,scapula,SP2,,,,"5,4",,,,,,39.2,reddish,,,,,,,,,,,,,,,,,,,
NR-1078,6,,115,1189,6,bovid_2,radius,RA3,,,,"6,7",,,,,,23.9,reddish,,,,,,,,mixed-2,,,,,,,left ,,,,
NR-1081,6,,109,1186,5,capra,mandible,i,,incisor,,,,,,,,28.4,light,,,,,,,,,,,,,,,,,,,
NR-1083,6,,109,1185,5,bovid_2,metapodial,MP6,,,,3?4?,,,,dF,,13.5,reddish,,,,,,,,green-2,,,,,,,,,,,
NR-1084,6,,109,1185,5,bovid_2,pelvis,IS1,,ischium,,6,,,,,,19.5,reddish,,,,,,,,,,,,,,,right,,,,
NR-1085,6,,109,1168,5,bovid_2,mandible,i,,incisor,,,,,,,,,reddish,,,,,,,,,,,,,,,broken,,,,
NR-1086,6,,115,1158,6,bovid_2,atlas,AT1,,,,1,,,,,,27.1,reddish,,,,,,,,,,,,,,,,,,,
NR-1088,6,,115,1189,6,bovid_2,carpal,scaphoid,,scaphoid,,,,,,,,16.9,reddish,,,,,,,,,,,,,,,,,,,
NR-1089,6,,109,1181,5,bovid_2,cranium,CR1,,zygomatic,,,,,,,,27.5,reddish,,,,,,,,,,,,,,,left,,,,
NR-1090,6,,114,1137,7b,aves,,,,,,,,,,,,31.1,reddish,1,,,,,,,,,,,,,,,,,,
NR-1092,6,,114,1175,7b,bovid_2,cranium,CR1,,zygomatic,,,,,,,,31.8,reddish,1,,,,,,,,,,,,,,,,,,
NR-1093,6,,109,1098,5,bovid_2,cranium,CR1,,zygomatic,,,,,,,,27.4,reddish,1,,,,,,,,,,,,,,,,,,
NR-1094,6,C3atb,110,1180,3,bovid_2,cranium,CR1,,zygomatic,,,,,,,,31.9,reddish,,,,,,,,,,,,,,,,,,,
